Company Name,Website,Domain,Phone,City,Country
Importadora Ramos Motors,http://www.ramosmotors.com/,www.ramosmotors.com,+1 809-261-7545,Puerto Plata,Dominican Republic
Super Oferta Rui,,,+1 809-261-7262,Puerto Plata,Dominican Republic
Felixsan Auto Import,https://instagram.com/felixsanautord?igshid=1llcwkg8fbzf,instagram.com/felixsanautord?igshid=1llcwkg8fbzf,+1 809-320-9314,Puerto Plata,Dominican Republic
"Algeny Luzon Auto Import, SRL",,,+1 809-261-3584,Puerto Plata,Dominican Republic
Rd Tech,https://instagram.com/rd_tech_pop?igshid=NGExMmI2YTkyZg==,instagram.com/rd_tech_pop?igshid=NGExMmI2YTkyZg==,+1 809-296-2079,Puerto Plata,Dominican Republic
D' Estévez especias,https://www.facebook.com/share/1ATCFm6VyJ/,www.facebook.com/share/1ATCFm6VyJ,+1 849-720-5922,Puerto Plata,Dominican Republic
Procesadora La Nueva Opción.,,,+1 809-261-1614,Puerto Plata,Dominican Republic
Distribuidora la Bodega,,,+1 809-261-1706,Puerto Plata,Dominican Republic
Warehouse and Supplier Pérez,,,+1 809-261-1311,Puerto Plata,Dominican Republic
Distribuidora Reyes,,,+1 809-261-3110,Puerto Plata,Dominican Republic
distribuidora J&E,,,+1 809-586-6131,Puerto Plata,Dominican Republic
DISTRIBUIDORA WILPESA S.R.L,https://www.facebook.com/VENDEDORDISTRIBUIDORAWILPESA/,www.facebook.com/VENDEDORDISTRIBUIDORAWILPESA,+1 809-261-1089,Puerto Plata,Dominican Republic
Distribuidora de arroz y Mini Marke Cid,,,+1 809-970-7446,Puerto Plata,Dominican Republic
Distribuidora Polanco Fernandez & Asociados,,,+1 809-586-8029,Puerto Plata,Dominican Republic
Surtidora Mario,,,+1 809-261-4070,Puerto Plata,Dominican Republic
Surtidora APC De Bebidas Arison,,,+1 849-267-1412,Puerto Plata,Dominican Republic
Vivonté Cigar Factory & Lounge,http://www.vivontecigars.com/,www.vivontecigars.com,+1 809-586-5257,Puerto Plata,Dominican Republic
Guarapo fuente de agua viva,,,+1 829-866-7420,Puerto Plata,Dominican Republic
Jhon chichero,,,+1 829-275-8485,Puerto Plata,Dominican Republic
DL Import,,,,Puerto Plata,Dominican Republic
Ronald Brito Brito import,,,+1 829-287-9191,Puerto Plata,Dominican Republic
Liquor house,https://instagram.com/liquorhouserd?utm_medium=copy_link,instagram.com/liquorhouserd?utm_medium=copy_link,,Puerto Plata,Dominican Republic
Tienda de Bebidas Peralta,,,+1 829-816-4058,Puerto Plata,Dominican Republic
Garcia Liquor Store,,,+1 849-865-9709,Puerto Plata,Dominican Republic
DISTRIBUIDORA SOTO,,,+1 809-415-1393,Puerto Plata,Dominican Republic
D'Monchi Liquor Store,,,+1 849-457-9447,Puerto Plata,Dominican Republic
LIQUOR SHOP 2.0,,,+1 829-474-6666,Puerto Plata,Dominican Republic
Liquor Store La Bahia,,,+1 829-729-1844,Puerto Plata,Dominican Republic
La Tarappa (Real Italian),https://www.latarappa.com/,www.latarappa.com,+1 809-261-2423,Puerto Plata,Dominican Republic
Paninoteca Family Affair,,,+1 809-262-8746,Puerto Plata,Dominican Republic
La Fiamma Beach,https://www.instagram.com/lafiammabeachrd?igsh=b2x6Ymh0Njkzbnpp&utm_source=qr,www.instagram.com/lafiammabeachrd?igsh=b2x6Ymh0Njkzbnpp&utm_source=qr,+1 829-701-5358,Puerto Plata,Dominican Republic
MAURO’S,,,+1 829-755-3968,Puerto Plata,Dominican Republic
Las Palmas,http://restaurantwebexpert.com/LasPalmasItalian/,restaurantwebexpert.com/LasPalmasItalian,+1 809-586-7065,Puerto Plata,Dominican Republic
Los Tres Cocos,,,+1 809-970-7627,Puerto Plata,Dominican Republic
Restaurante Pizzeria Stefy e Natale,,,+1 809-970-7764,Puerto Plata,Dominican Republic
Ristorante Passatore,http://www.ristorantepassatore.com/,www.ristorantepassatore.com,+1 809-320-1722,Puerto Plata,Dominican Republic
Restaurant Le Papillon,http://www.lepapillon-puertoplata.com/,www.lepapillon-puertoplata.com,+1 809-970-7640,Puerto Plata,Dominican Republic
Trattoria,,,+1 809-320-1682,Puerto Plata,Dominican Republic
Jamvi's,,,+1 809-320-7265,Puerto Plata,Dominican Republic
Diaz & Fernandez Restaurant,,,+1 829-663-5963,Puerto Plata,Dominican Republic
Restaurante Odisea,https://www.instagram.com/odisea_restaurant/,www.instagram.com/odisea_restaurant,+1 809-244-4346,Puerto Plata,Dominican Republic
Blend,https://www.vheavensresort.com/restaurants_bars.asp,www.vheavensresort.com/restaurants_bars.asp,,Puerto Plata,Dominican Republic
La Locanda Puerto Plata,https://perfildigitalrs.linkbio.co/LalocandaPOP,perfildigitalrs.linkbio.co/LalocandaPOP,+1 809-739-8363,Puerto Plata,Dominican Republic
Rosmarino,https://www.vheavensresort.com/restaurants_bars.asp,www.vheavensresort.com/restaurants_bars.asp,,Puerto Plata,Dominican Republic
Restaurant Pizzeria SoleMio,https://www.instagram.com/p/C18PtatrQLG/?utm_source=qr&igsh=MWtmc2psNHp2MndwYQ%3D%3D,www.instagram.com/p/C18PtatrQLG/?utm_source=qr&igsh=MWtmc2psNHp2MndwYQ%3D%3D,+1 809-970-3747,Puerto Plata,Dominican Republic
Italian Food Imports,http://www.italianfoodimports.ca/,www.italianfoodimports.ca,+1 250-385-7923,Puerto Plata,Dominican Republic
Antichi Sapori Imports,http://antichisaporiusa.com/,antichisaporiusa.com,+1 201-438-7100,Puerto Plata,Dominican Republic
Minimarket Grocery store Pio,,,+1 809-586-1002,Puerto Plata,Dominican Republic
San Remo Food Importers LTD,http://www.sanremofoods.com/,www.sanremofoods.com,+1 604-874-9711,Puerto Plata,Dominican Republic
Impero Food & Meat Importing,http://imperofoods.com/,imperofoods.com,+1 410-732-8488,Puerto Plata,Dominican Republic
Sirena 💛,http://www.sirena.do/,www.sirena.do,+1 809-586-6066,Puerto Plata,Dominican Republic
United Wine Merchants Ltd,http://www.unitedwines.co.uk/,www.unitedwines.co.uk,+44 28 3831 6555,Puerto Plata,Dominican Republic
Reidy Liquor Store,,,+1 809-525-0850,Puerto Plata,Dominican Republic
Okoboji Wines,https://www.okobojiwines.com/,www.okobojiwines.com,+1 712-336-3492,Puerto Plata,Dominican Republic
Grass Roots Wine Wholesalers,https://grassrootswine.com/,grassrootswine.com,+1 843-552-6450,Puerto Plata,Dominican Republic
Bourget Imports,https://www.bourgetimports.com/,www.bourgetimports.com,+1 651-418-5723,Puerto Plata,Dominican Republic
Iberostar Waves Costa Dorada,https://www.iberostar.com/en/hotels/puerto-plata/iberostar-waves-costa-dorada/?utm_source=gmb&utm_medium=organic&utm_campaign=IBSVOL_AME_SEOLOC_GMB_NA_EN_DOM_DOM_PUJ_DOR_PULL_NA_NA_NA_NA_NA,www.iberostar.com/en/hotels/puerto-plata/iberostar-waves-costa-dorada/?utm_source=gmb&utm_medium=organic&utm_campaign=IBSVOL_AME_SEOLOC_GMB_NA_EN_DOM_DOM_PUJ_DOR_PULL_NA_NA_NA_NA_NA,+1 809-320-1000,Puerto Plata,Dominican Republic
