Company Name,Website,Domain,Phone,City,Country
DaDan Angeles de Cayma,https://dadan.com.pe/,dadan.com.pe,+51 991 828 677,Arequipa,Peru
Molinos & Cia. S.A,http://www.molinosycia.com/,www.molinosycia.com,+51 54 288393,Arequipa,Peru
Vitalízate con Fuxion,https://ifuxion.com/saludybinestarsolt/enrollment/products/102,ifuxion.com/saludybinestarsolt/enrollment/products/102,+51 924 539 777,Arequipa,Peru
Epicúreo Restaurante,https://www.epicureorestaurante.com/,www.epicureorestaurante.com,+51 997 332 058,Arequipa,Peru
Casa Andina Select Arequipa Plaza,https://www.casa-andina.com/es/destinos/arequipa/hoteles/casa-andina-select-arequipa?utm_source=google_my_business&utm_medium=gmb_select_arequipa,www.casa-andina.com/es/destinos/arequipa/hoteles/casa-andina-select-arequipa?utm_source=google_my_business&utm_medium=gmb_select_arequipa,+51 54 412930,Arequipa,Peru
CIRQA - Relais & Châteaux,http://www.cirqa.pe/,www.cirqa.pe,+51 1 7005105,Arequipa,Peru
Premium Brands Wine & Spirits,http://www.pbwsok.com/,www.pbwsok.com,+1 405-942-9463,Arequipa,Peru
Chicha por Gaston Acurio,http://www.chicha.com.pe/,www.chicha.com.pe,+51 973 605 969,Arequipa,Peru
Oso Café Arequipa,https://www.instagram.com/oso_cafe_arequipa/?hl=es,www.instagram.com/oso_cafe_arequipa/?hl=es,,Arequipa,Peru
Istanbul Resto Bar Arequipa,,,+51 958 953 303,Arequipa,Peru
Cantina Vino Italiano,https://www.lacantinavinoteca.com/,www.lacantinavinoteca.com,+51 993 061 612,Arequipa,Peru
Presto Italo Peruana,http://www.presto.com.pe/,www.presto.com.pe,+51 54 381111,Arequipa,Peru
Presto Italo Peruana,http://www.presto.com.pe/,www.presto.com.pe,+51 54 381111,Arequipa,Peru
Vinoteca La Espontanea,https://musoq.com/catalogo/,musoq.com/catalogo,+51 949 353 200,Arequipa,Peru
Presto Italo Peruana,http://www.presto.com.pe/,www.presto.com.pe,+51 54 381111,Arequipa,Peru
Dama Stein licores & tabaquería,https://www.instagram.com/damastein.aqp?igsh=MTU1YWZ2eXFsbzN0,www.instagram.com/damastein.aqp?igsh=MTU1YWZ2eXFsbzN0,+51 967 369 411,Arequipa,Peru
Hiper Asia,,,,Arequipa,Peru
Comercial Payest,,,+51 44 243472,Arequipa,Peru
Octavio Muñoz Najar,,,+51 957 748 337,Arequipa,Peru
Anis najar,,,,Arequipa,Peru
Importadora flory,,,,Arequipa,Peru
Deposito de Cerveza,,,+51 983 533 949,Arequipa,Peru
Tienda Mass Umachiri1,https://www.tiendasmass.com.pe/,www.tiendasmass.com.pe,,Arequipa,Peru
Productos naturales Luz Alfa Arequipa,,,+51 969 097 400,Arequipa,Peru
Distribuidora De Cerveza,,,,Arequipa,Peru
Import Distribuciones SAC,,,,Arequipa,Peru
Licoreria La Oficina,,,+51 973 790 802,Arequipa,Peru
Licoreria 24horas Multiservicios,https://www.facebook.com/share/15bzLwjSFh/,www.facebook.com/share/15bzLwjSFh,,Arequipa,Peru
"LICORERÍA-BAZAR ""CAPRICHOS Y DETALLES",,,+51 963 231 834,Arequipa,Peru
El Súper - Piérola,http://www.elsuper.com.pe/,www.elsuper.com.pe,+51 54 284313,Arequipa,Peru
Licorería 'LA REJA BLANCA',,,,Arequipa,Peru
Franco Retail,http://www.francosupermercado.com/,www.francosupermercado.com,+51 54 257991,Arequipa,Peru
La Barraca - Official,https://www.facebook.com/LaBarracaArequipa/,www.facebook.com/LaBarracaArequipa,+51 54 212607,Arequipa,Peru
El Súper - Plaza de armas,http://elsuper.com.pe/,elsuper.com.pe,+51 953 280 766,Arequipa,Peru
licoreria,,,+51 54 628545,Arequipa,Peru
Coffee roaster - Kaffeehaus,https://www.kaffeehaus.org/,www.kaffeehaus.org,+51 970 333 636,Arequipa,Peru
Restaurante El Cebillano,,,+51 959 753 478,Arequipa,Peru
Maestro,http://www.sodimac.com.pe/sodimac-pe/maestro,www.sodimac.com.pe/sodimac-pe/maestro,+51 1 4192000,Arequipa,Peru
La Cueva del Parrillero,,,+51 975 292 149,Arequipa,Peru
RESTAURANTE & CAFE WAYRANA,https://www.facebook.com/wayrana/,www.facebook.com/wayrana,+51 959 909 060,Arequipa,Peru
plazaVea,https://www.plazavea.com.pe/cyber-wow?utm_source=google&utm_medium=organic&utm_campaign=GMB_SitioWeb,www.plazavea.com.pe/cyber-wow?utm_source=google&utm_medium=organic&utm_campaign=GMB_SitioWeb,+51 801 00020,Arequipa,Peru
Metro - Lambramani,http://www.metro.com.pe/,www.metro.com.pe,,Arequipa,Peru
Tottus - Parra,https://www.tottus.com.pe/,www.tottus.com.pe,+51 1 6020000,Arequipa,Peru
plazaVea,http://www.plazavea.com.pe/,www.plazavea.com.pe,+51 801 00020,Arequipa,Peru
Sodimac - Arequipa,https://www.sodimac.com.pe/sodimac-pe,www.sodimac.com.pe/sodimac-pe,+51 1 2030420,Arequipa,Peru
Zingaro Restaurante,http://www.zingarorestaurante.com/,www.zingarorestaurante.com,+51 922 989 659,Arequipa,Peru
Tottus - Porongoche,https://www.tottus.com.pe/,www.tottus.com.pe,+51 1 6020000,Arequipa,Peru
Lautrec Cafe,,,+51 973 582 649,Arequipa,Peru
La casa de Rodrigo,,,+51 946 729 371,Cusco,Peru
Catedral Wine Room,,,+51 993 744 874,Cusco,Peru
PERU HACE VINO,https://peruvino.com.pe/,peruvino.com.pe,+51 996 127 547,Cusco,Peru
Wagner Licoreria,,,+51 84 235848,Cusco,Peru
Licoreria PIERO,https://www.facebook.com/profile.php?id=61561945067749,www.facebook.com/profile.php?id=61561945067749,,Cusco,Peru
Salamandra Coffee & Wine Bar,,,+51 997 168 800,Cusco,Peru
EasyDrink Cusco Licoreria,,,+51 991 693 191,Cusco,Peru
Abarrotes Cori,,,+51 84 244791,Cusco,Peru
