Company Name,Website,Domain,Phone,City,Country,Email,Type,Rating,Google Maps
Сеть разливных напитков «АЮ»,,,+7 708 971 0325,Almaty,Kazakhstan,,Wine/Liquor Store,4.4,https://maps.google.com/?cid=6712524304987887612&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Nicolas,,,+7 727 354 7526,Almaty,Kazakhstan,,Wine/Liquor Store,3.5,https://maps.google.com/?cid=10031002233147751110&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
XO,https://newxo.kz/,newxo.kz,+7 700 780 8080,Almaty,Kazakhstan,info@xo.kz,Importatore (probabile),4.8,https://maps.google.com/?cid=9567536764864410549&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Coca Cola Almaty Bottlers,,,+7 702 888 0000,Almaty,Kazakhstan,,Importatore (probabile),4.0,https://maps.google.com/?cid=5720015409642564481&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Magazin Napitkov Sosed,,,+7 705 710 0555,Almaty,Kazakhstan,,Importatore (probabile),5.0,https://maps.google.com/?cid=15971310078686319665&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"Old Monk индйиский ром - ТОО ""All Drinks (Ол Дринкс)""",,,+7 747 781 8328,Almaty,Kazakhstan,,Beverage/Liquor,5.0,https://maps.google.com/?cid=515101418660037939&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
АО Caspian Beverage Holding,http://www.zhigulevskoe.kz/,www.zhigulevskoe.kz,+7 727 378 7487,Almaty,Kazakhstan,info@cbh.kz,Beverage/Liquor,3.7,https://maps.google.com/?cid=8318089236676517312&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"ТОО ""Caravan Beverage Group""",,,+7 7272 42 32 62,Almaty,Kazakhstan,,Beverage/Liquor,5.0,https://maps.google.com/?cid=9765179442383219813&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Okto Beer Fest,,,,Almaty,Kazakhstan,,Wine/Liquor Store,5.0,https://maps.google.com/?cid=14663119596110667140&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
FOODPRO.KZ,https://foodpro.kz/,foodpro.kz,+7 747 580 1616,Almaty,Kazakhstan,s1@foodpro.kz,Retail/GDO,4.4,https://maps.google.com/?cid=2820467730037722011&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Mondelēz Kazakhstan,,,+7 727 356 1400,Almaty,Kazakhstan,,Importatore (probabile),5.0,https://maps.google.com/?cid=15807611404292470691&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Kazakhstan Beer Company,https://www.kbc.kz/,www.kbc.kz,+7 777 311 7852,Almaty,Kazakhstan,nreception@kbc.kz,Importatore (probabile),0,https://maps.google.com/?cid=9662620053513691916&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Marlin,,,+7 777 307 6613,Almaty,Kazakhstan,,Wine/Liquor Store,4.6,https://maps.google.com/?cid=4331878718406656264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Alcomarket,,,+7 7272 79 56 91,Almaty,Kazakhstan,,Retail/GDO,4.5,https://maps.google.com/?cid=4860129353148833602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Barik,https://barik.kz/,barik.kz,+7 771 558 7197,Almaty,Kazakhstan,barik.pivo@mail.ru,Wine/Liquor Store,4.6,https://maps.google.com/?cid=12589879920421026632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Бар Магазин Пивоварня Pivzavod,https://web.facebook.com/pg/Pivzavod.kz,web.facebook.com/pg/Pivzavod.kz,+7 775 801 8108,Almaty,Kazakhstan,,Wine/Liquor Store,4.7,https://maps.google.com/?cid=6433240237175757754&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Toot,https://tootapp.kz/,tootapp.kz,+7 707 938 7183,Almaty,Kazakhstan,,Wine/Liquor Store,4.0,https://maps.google.com/?cid=17630531790134968901&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Alcomarket,,,,Almaty,Kazakhstan,,Retail/GDO,3.8,https://maps.google.com/?cid=17294125871872908724&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"Dostavka Alkogolya V Almaty Za 10-20 Min, Kruglosutochno",https://tootapp.kz/,tootapp.kz,+7 707 938 7183,Almaty,Kazakhstan,,Wine/Liquor Store,4.4,https://maps.google.com/?cid=8435318740407030772&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"""Raimbek-Bottlers"" LLP",,,+7 727 330 4646,Almaty,Kazakhstan,,Distributore (probabile),3.4,https://maps.google.com/?cid=11795149924272083083&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Alcomarket,,,+7 727 375 7944,Almaty,Kazakhstan,,Retail/GDO,3.8,https://maps.google.com/?cid=16452140627516714418&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Territoriya Vina,https://www.instagram.com/terra_wine_kz?igsh=MTMxbm1icWZtbXFrMg==,www.instagram.com/terra_wine_kz?igsh=MTMxbm1icWZtbXFrMg==,+7 771 718 2281,Almaty,Kazakhstan,,Wine/Liquor Store,5.0,https://maps.google.com/?cid=14767123144566799082&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Good Wine,https://instagram.com/goodwine.kz,instagram.com/goodwine.kz,+7 7272 72 20 18,Almaty,Kazakhstan,,Wine/Liquor Store,5.0,https://maps.google.com/?cid=16793077217388671227&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Завод Winnac,,,+7 727 381 5001,Almaty,Kazakhstan,,Da classificare,5.0,https://maps.google.com/?cid=17136140122963939899&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Volna,https://www.volna.kz/,www.volna.kz,+7 775 007 0795,Almaty,Kazakhstan,,Wine/Liquor Store,4.7,https://maps.google.com/?cid=2091774571712399730&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"""CHIN-CHIN"" алкомаркет",,,+7 771 333 6666,Almaty,Kazakhstan,,Wine/Liquor Store,5.0,https://maps.google.com/?cid=15659453893798450843&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Alkomarket,,,+7 747 542 7017,Almaty,Kazakhstan,,Retail/GDO,2.8,https://maps.google.com/?cid=8879131340382300187&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Provino wine bar & store,http://provino.com.kz/,provino.com.kz,+7 778 425 2221,Astana,Kazakhstan,info@ps.kz,Enoteca/Wine Shop,4.7,https://maps.google.com/?cid=3214064884629901081&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Arba Wine (Арба Вайн),http://arbawine.com/,arbawine.com,+7 777 107 4672,Astana,Kazakhstan,gaziz.arbawine@gmail.com,Wine/Liquor Store,4.6,https://maps.google.com/?cid=1365433626251182734&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
The Wine Cafe,,,+7 777 666 0515,Astana,Kazakhstan,,Wine/Liquor Store,4.8,https://maps.google.com/?cid=13185550815936915848&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Cantina del Gusto wine shop,http://cantina.kz/,cantina.kz,+7 701 481 9055,Astana,Kazakhstan,sales@cantina.kz,Enoteca/Wine Shop,4.6,https://maps.google.com/?cid=995559560060392212&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Las Tapas,http://www.monte-bianco.kz/,www.monte-bianco.kz,+7 7172 40 34 07,Astana,Kazakhstan,info@monte-bianco.kz,Wine/Liquor Store,4.8,https://maps.google.com/?cid=14149813975710212876&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Винотека The Wine Астана,,,+7 776 197 1111,Astana,Kazakhstan,,Wine/Liquor Store,4.2,https://maps.google.com/?cid=11384420597524458086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Yellow Bottle,,,+7 702 629 8245,Astana,Kazakhstan,,Wine/Liquor Store,5.0,https://maps.google.com/?cid=17790058117041938233&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
V Gostyakh U Barabashki,http://barabashka.kz/,barabashka.kz,+7 7172 32 81 19,Astana,Kazakhstan,,HoReCa,4.7,https://maps.google.com/?cid=9192704310849552352&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"Pivnoy Magazin ""Tsentr Piva""",,,+7 7172 62 65 65,Astana,Kazakhstan,,Wine/Liquor Store,4.1,https://maps.google.com/?cid=4631980271308377845&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Astana Mir Vkusa,https://vkusmart.vmv.kz/,vkusmart.vmv.kz,+7 7172 32 00 54,Astana,Kazakhstan,hello@vmv.kz,Wine/Liquor Store,4.4,https://maps.google.com/?cid=11566916670461071767&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Astana Mir Vkusa,https://vkusmart.vmv.kz/,vkusmart.vmv.kz,+7 7172 79 04 07,Astana,Kazakhstan,hello@vmv.kz,HoReCa,4.5,https://maps.google.com/?cid=9127543844289547248&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ZETA,https://astana.zeta.kz/,astana.zeta.kz,+7 7172 26 82 82,Astana,Kazakhstan,,Retail/GDO,4.4,https://maps.google.com/?cid=9406035013470188810&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Mounte Bianko,,,,Astana,Kazakhstan,,HoReCa,5.0,https://maps.google.com/?cid=3486099400922587082&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ZEARIS CHACHA,,,+7 7172 26 52 65,Astana,Kazakhstan,,Wine/Liquor Store,0,https://maps.google.com/?cid=12711165147598975288&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Carabao Kazakhstan,http://www.carabaoenergy.co.uk/,www.carabaoenergy.co.uk,+7 775 761 8892,Astana,Kazakhstan,info@drinkcarabao.co.uk,Importatore (probabile),0,https://maps.google.com/?cid=18371707289240932773&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
НордТел,http://nordtel.kz/sale.html,nordtel.kz/sale.html,+7 701 958 6145,Astana,Kazakhstan,info@nordtel.kz,Importatore (probabile),0,https://maps.google.com/?cid=11418831595084091123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Too Talgat-Eksport,http://talgat-eksport.all.biz/?utm_source=google&utm_medium=gmb&utm_term=gmb,talgat-eksport.all.biz/?utm_source=google&utm_medium=gmb&utm_term=gmb,+7 701 361 0699,Astana,Kazakhstan,sem.96@inbox.ru,HoReCa,0,https://maps.google.com/?cid=8829396777638032053&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Asar Su,https://asarsu.kz/,asarsu.kz,+7 747 584 8447,Astana,Kazakhstan,,HoReCa,0,https://maps.google.com/?cid=7524220655082254252&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ICEMOOZ,http://instagram.com/icemooz_astana,instagram.com/icemooz_astana,+7 777 036 9708,Astana,Kazakhstan,,Importatore (probabile),0,https://maps.google.com/?cid=11163806382105751216&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Солод,https://m.2gis.kz/astana/firm/70000001031459163,m.2gis.kz/astana/firm/70000001031459163,+7 702 639 4548,Astana,Kazakhstan,,Wine/Liquor Store,4.7,https://maps.google.com/?cid=10774822365438519011&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Алкомаркет | Бар SPIRITO в Астане,https://spirito.kz/,spirito.kz,+7 700 771 4636,Astana,Kazakhstan,,Wine/Liquor Store,5.0,https://maps.google.com/?cid=12800601693497857745&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
V Gostyakh U Barabashki,http://barabashka.kz/,barabashka.kz,+7 7172 29 23 03,Astana,Kazakhstan,,HoReCa,4.1,https://maps.google.com/?cid=342076276886024443&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Alkomarket,,,,Astana,Kazakhstan,,Retail/GDO,4.3,https://maps.google.com/?cid=5802662031138376035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Kampit,http://kampit.kz/,kampit.kz,+7 771 101 1341,Astana,Kazakhstan,,Distributore (probabile),3.8,https://maps.google.com/?cid=17863851299881630186&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
⭐️ТОО AVECO Group - Металлопрокат,https://aveco.kz/,aveco.kz,+7 771 505 6060,Astana,Kazakhstan,almaty@aveco.kz,Distributore (probabile),4.7,https://maps.google.com/?cid=5646758539996805599&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"Alkomarket ""Beru Vykhodnoy""",,,+7 778 864 5594,Astana,Kazakhstan,,Retail/GDO,0,https://maps.google.com/?cid=18331784764903379990&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Craft Market,https://craft-m.kz/contacts,craft-m.kz/contacts,+7 701 749 4363,Astana,Kazakhstan,smorodinv@mail.ru,Retail/GDO,4.3,https://maps.google.com/?cid=10652234637288816832&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Пивной магазин PIVOMANIA,https://pivomania.kz/,pivomania.kz,+7 775 085 5050,Astana,Kazakhstan,,Wine/Liquor Store,3.4,https://maps.google.com/?cid=17798989876270804545&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Optovyy Sklad Magazin,,,+7 778 352 9025,Astana,Kazakhstan,,Da classificare,4.5,https://maps.google.com/?cid=14193784092642760408&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
12 months,http://12.kz/,12.kz,+7 7172 67 73 20,Astana,Kazakhstan,ok@12mv.kz,Retail/GDO,4.3,https://maps.google.com/?cid=6751732658794681316&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Magnum,https://magnum.kz/,magnum.kz,+7 727 339 7340,Astana,Kazakhstan,,HoReCa,4.3,https://maps.google.com/?cid=5854991098175385525&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
