Company Name,Website,Domain,Phone,City,Country,Email,Type,Rating,Google Maps
Kweku Swanzy Enterprise Limited,https://kwekuswanzy.com/,kwekuswanzy.com,+233 54 423 0980,Accra,Ghana,raphael@kwekuswanzy.com,Importatore (probabile),4.1,https://maps.google.com/?cid=14658350579847715219&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Twellium Industrial Company Limited-Accra,http://www.twellium.com/,www.twellium.com,,Accra,Ghana,adminstration@twellium.com,HoReCa,4.8,https://maps.google.com/?cid=13998673183658255921&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
KuukS Drinkables & Essentials,,,+233 50 630 7745,Accra,Ghana,,HoReCa,4.8,https://maps.google.com/?cid=3019533245503394585&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bottle HQ,,,+233 57 077 6356,Accra,Ghana,,Importatore (probabile),5.0,https://maps.google.com/?cid=13700484802684514135&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Vida Drinks Ghana,,,+233 53 584 4660,Accra,Ghana,,Beverage/Liquor,5.0,https://maps.google.com/?cid=55691006541022847&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bel~Aqua Depot Accra,https://blowgroup.com/,blowgroup.com,+233 54 433 5800,Accra,Ghana,info@blowgroup.com,Importatore (probabile),5.0,https://maps.google.com/?cid=18404650334923653998&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Selica Global LTD,,,+233 56 189 0070,Accra,Ghana,,HoReCa,4.5,https://maps.google.com/?cid=16733082516201305874&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Apple PayLess Drinks,http://paylessdrinks.com/,paylessdrinks.com,,Accra,Ghana,support@paylessdrinks.com,Beverage/Liquor,5.0,https://maps.google.com/?cid=2599817358664133353&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Moss Enterprise LTD,,,+233 30 224 5858,Accra,Ghana,,Importatore (probabile),3.9,https://maps.google.com/?cid=9708642208507326296&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Mega Grace Ventures,,,+233 24 682 7242,Accra,Ghana,,Importatore (probabile),4.5,https://maps.google.com/?cid=1967751131632029078&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Black Man (Beer Wholesaler),,,+233 20 900 1706,Accra,Ghana,,Distributore/Grossista,4.8,https://maps.google.com/?cid=9828024399372057320&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"Liquor Junction - Airport, Accra",https://www.liquorjunctionghana.com/,www.liquorjunctionghana.com,+233 55 169 5555,Accra,Ghana,,Beverage/Liquor,4.3,https://maps.google.com/?cid=13444871770353410784&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Absolute Kharisma,,,+233 24 030 4112,Accra,Ghana,,Distributore (probabile),5.0,https://maps.google.com/?cid=9275311479271862814&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Say Cheers - Labone,,,+233 26 301 9234,Accra,Ghana,,Wine/Liquor Store,4.3,https://maps.google.com/?cid=5552310796442213941&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Everything Gourmet Wines,,,+233 30 278 9622,Accra,Ghana,,Wine/Liquor Store,4.3,https://maps.google.com/?cid=7710435546705879211&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Liquor Junction - Kumasi Stadium,http://www.liquorjunctionghana.com/,www.liquorjunctionghana.com,+233 59 382 4411,Kumasi,Ghana,,Beverage/Liquor,5.0,https://maps.google.com/?cid=4243700700889364929&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"Liquor Junction - Ahodwo, Kumasi",http://www.liquorjunctionghana.com/,www.liquorjunctionghana.com,+233 59 384 5880,Kumasi,Ghana,,Beverage/Liquor,5.0,https://maps.google.com/?cid=13732166733133604161&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Enohemaa Italian Wine,,,+233 59 377 1141,Kumasi,Ghana,,HoReCa,0,https://maps.google.com/?cid=9447653407162550403&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bekai Distilleries,,,+233 24 902 2878,Kumasi,Ghana,,HoReCa,0,https://maps.google.com/?cid=7779426998009861448&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
MR. P. WINE,,,+233 54 498 2022,Kumasi,Ghana,,Wine/Liquor Store,4.9,https://maps.google.com/?cid=13228602079494056424&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Yaw Good Family Lodge,,,+233 24 029 5940,Kumasi,Ghana,,HoReCa,0,https://maps.google.com/?cid=1758648586096813139&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Xo Trading Kumasi Warehouse,,,,Kumasi,Ghana,,Importatore/Distributore,0,https://maps.google.com/?cid=14874726293722666245&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Say Cheers - Kumasi,,,+233 26 301 9212,Kumasi,Ghana,,Wine/Liquor Store,4.5,https://maps.google.com/?cid=4488693017010074048&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Aniwaa Wine and liquor,,,+233 24 069 6330,Kumasi,Ghana,,Beverage/Liquor,5.0,https://maps.google.com/?cid=8502369688460594619&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Grillz Wine,,,+233 54 287 2881,Kumasi,Ghana,,Wine/Liquor Store,5.0,https://maps.google.com/?cid=6504360059045331138&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Gyamfi's Wine and Liquor Shop,,,+233 24 606 1921,Kumasi,Ghana,,Beverage/Liquor,0,https://maps.google.com/?cid=12177524478085480993&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
OBIBINI BLACKMAN COMPANY LIMITED,,,+233 24 904 0141,Kumasi,Ghana,,Distributore (probabile),4.2,https://maps.google.com/?cid=15043756765915064398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Tinted Bar and winery shop,,,+233 59 346 7236,Kumasi,Ghana,,HoReCa,5.0,https://maps.google.com/?cid=2315151324659838089&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Rifii Wine & Liquor,,,+233 55 067 5413,Kumasi,Ghana,,Beverage/Liquor,4.5,https://maps.google.com/?cid=8875605709176368036&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Cheers Wine Ahodwo New,,,,Kumasi,Ghana,,Wine/Liquor Store,1.0,https://maps.google.com/?cid=9854237819699049977&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
X Plus Winery Shop,,,+233 24 436 4755,Kumasi,Ghana,,Retail/GDO,3.0,https://maps.google.com/?cid=16952903925871900245&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
M-Best Buy Wine Shop,,,+233 24 913 7107,Kumasi,Ghana,,Enoteca/Wine Shop,0,https://maps.google.com/?cid=13508174862725525355&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Guinness Brewery,http://guinnessbrewery.com//,guinnessbrewery.com,+233 24 376 3501,Kumasi,Ghana,,HoReCa,4.3,https://maps.google.com/?cid=940061775467335915&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Executive Wine Pub,,,+233 24 464 1000,Kumasi,Ghana,,HoReCa,4.5,https://maps.google.com/?cid=8415138842708243419&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Continental Supermarket,,,+233 24 211 9133,Kumasi,Ghana,,Retail/GDO,3.9,https://maps.google.com/?cid=7962981703770232541&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Asare 'O' Bar And Wine,,,,Kumasi,Ghana,,HoReCa,5.0,https://maps.google.com/?cid=12407960561698417919&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"IP Group – 100% fruit juice , Energy Drink, Corn chips and confectionery -Ghana",http://www.ipgroupgh.com/,www.ipgroupgh.com,+233 32 249 7661,Kumasi,Ghana,info@ipgroupgh.com,Importatore (probabile),5.0,https://maps.google.com/?cid=8438610860487479914&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Sankofa Beverages,,,+233 24 494 2511,Kumasi,Ghana,,Beverage/Liquor,5.0,https://maps.google.com/?cid=13631555092130787771&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
New Empire Beverage,,,+233 20 882 0490,Kumasi,Ghana,,Beverage/Liquor,3.5,https://maps.google.com/?cid=5019743740521378312&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Ma'am's Business Enterprise.,,,+233 54 856 3075,Kumasi,Ghana,,Importatore (probabile),5.0,https://maps.google.com/?cid=6236680065436593428&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
MAYROCY-77 TRADING ENT.,,,+233 50 200 9000,Kumasi,Ghana,,Importatore/Distributore,4.5,https://maps.google.com/?cid=5777861940431194089&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Kasapreko PLC - Tanoso Factory,http://www.kasapreko.com/,www.kasapreko.com,+233 30 275 2075,Kumasi,Ghana,contact@kasaprekogh.com,Importatore (probabile),4.5,https://maps.google.com/?cid=12145244357048909720&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"Jacqueline’s home, Apemso",,,+233 55 070 0314,Kumasi,Ghana,,Importatore (probabile),5.0,https://maps.google.com/?cid=9424687002949494664&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
RICKY BOAKYE YIADOM LTD - GUINNES DISTRIBUTOR,,,+233 32 208 0207,Kumasi,Ghana,,Distributore/Grossista,5.0,https://maps.google.com/?cid=2871714535617050062&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
AKODAM SISTERS GROUP,,,+233 24 783 5777,Kumasi,Ghana,,Importatore (probabile),0,https://maps.google.com/?cid=5888122433301587472&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Oak barbells pvt ltd,,,,Kumasi,Ghana,,HoReCa,5.0,https://maps.google.com/?cid=13416865130128912120&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Afro Queen Enterprise,,,+233 24 023 7629,Kumasi,Ghana,,Importatore (probabile),0,https://maps.google.com/?cid=13164063950746823617&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Hamta and sons,,,,Kumasi,Ghana,,Importatore (probabile),4.0,https://maps.google.com/?cid=6523431701004844953&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bel~Aqua Depot Kumasi,https://blowgroup.com/,blowgroup.com,+233 54 433 5800,Kumasi,Ghana,info@blowgroup.com,Importatore (probabile),0,https://maps.google.com/?cid=12570468433659379621&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Naira Enterprise: Dealers In All Kind Of Soft Drinks,,,,Kumasi,Ghana,,Beverage/Liquor,4.2,https://maps.google.com/?cid=3342362522941928612&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Caribbean Medley Beverages,,,+233 24 188 9238,Kumasi,Ghana,,Beverage/Liquor,4.6,https://maps.google.com/?cid=5683135075372800964&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
B. GABRIEL VENTURES,,,+233 54 842 4287,Kumasi,Ghana,,Importatore (probabile),0,https://maps.google.com/?cid=16558895507894997781&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
BEL BEVERAGES KUMASI,,,+233 20 865 9578,Kumasi,Ghana,,Beverage/Liquor,4.7,https://maps.google.com/?cid=5300612783010996318&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Obolo Shop,,,,Kumasi,Ghana,,Retail/GDO,5.0,https://maps.google.com/?cid=4431235251939641823&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Primus Distribution Ltd. Distributor: Guiness Ghana Ltd,https://primusdistributionsgh.com/,primusdistributionsgh.com,,Kumasi,Ghana,brwncecil@yahoo.com,Distributore/Grossista,5.0,https://maps.google.com/?cid=5124967399747381902&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Extra O.P Wine & Liquor,,,+233 20 997 0466,Kumasi,Ghana,,Beverage/Liquor,0,https://maps.google.com/?cid=13512721503915910177&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Opoku Trading,,,+233 32 202 7414,Kumasi,Ghana,,Importatore/Distributore,4.1,https://maps.google.com/?cid=16726413987987286193&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Opoku Trading Supermarket,,,+233 20 460 1111,Kumasi,Ghana,,Importatore/Distributore,4.0,https://maps.google.com/?cid=13121164009138170362&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Kumasi Central Market,,,,Kumasi,Ghana,,Retail/GDO,3.8,https://maps.google.com/?cid=13317672656320983285&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"Jossy's Gift Shop, Cake Accessories and Wine",,,+233 54 851 1525,Kumasi,Ghana,,Retail/GDO,0,https://maps.google.com/?cid=5016131413865988152&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Rosenthal Wine Merchant - Mad Rose Group,http://madrose.com/,madrose.com,+1 800-910-1990,Tema,Ghana,debbie@rosenthalwinemerchant.com,HoReCa,5.0,https://maps.google.com/?cid=6333162312336213518&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Enoteca Lucantoni,https://webdivino.it/,webdivino.it,+39 06 329 3743,Tema,Ghana,azienda@pec.it,Enoteca/Wine Shop,3.6,https://maps.google.com/?cid=12427270131892771455&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Wineyard Trading Ltd.,,,+233 20 434 2000,Tema,Ghana,,Importatore/Distributore,4.3,https://maps.google.com/?cid=4566139638326057578&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birimport S.p.A.,http://www.birimport.com/,www.birimport.com,+39 06 419 2800,Tema,Ghana,info@birimport.com,Importatore/Distributore,4.8,https://maps.google.com/?cid=9955331757650532059&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
